genres,app_name,release_date,price,id,developer
"['Casual', 'Simulation']",Rocksmith® 2014 – The Doors Song Pack,2014-02-25,7.99,271448.0,Ubisoft - San Francisco
,PAC-MAN MUSEUM Demo,2014-02-25,4.99,255760.0,NAMCO BANDAI Studio Inc.
"['Adventure', 'RPG']",Epic Battle Fantasy 4,2014-02-25,11.99,265610.0,Matt Roszak
"['Action', 'Adventure']",Ultionus: A Tale of Petty Revenge,2014-02-25,6.99,279160.0,Last Dimension
"['Action', 'Adventure']",Assassin's Creed Freedom Cry,2014-02-25,14.99,277590.0,Ubisoft Montreal
"['Action', 'Adventure']",Castlevania: Lords of Shadow 2,2014-02-25,39.99,239250.0,MercurySteam
"['Indie', 'RPG', 'Strategy']",Talisman - Character Pack #1 - Exorcist,2014-02-25,1.99,258813.0,Nomad Games
"['Indie', 'RPG', 'Strategy']",Talisman: Digital Edition,2014-02-25,7.99,247000.0,Nomad Games
"['Action', 'Indie', 'RPG']",Windforge,2014-03-11,9.99,266170.0,Snowed In Studios
"['Action', 'Simulation']",Galactic Command Echo Squad SE - Demo,2014-03-10,4.99,285690.0,3000AD
['Action'],PAC-MAN MUSEUM™ - Ms. PAC-MAN™ DLC,2014-02-26,4.99,255750.0,BANDAI NAMCO Studio Inc.
['Simulation'],Towtruck Simulator 2015,2014-03-11,9.99,273760.0,United Independent Entertainment GmbH
"['Simulation', 'Strategy']",Cities in Motion 2: European Cities,2014-03-11,12.99,283530.0,Colossal Order Ltd.
"['Indie', 'RPG', 'Strategy']",Talisman - Complete Runestone Deck,2014-02-25,3.99,258812.0,Nomad Games
"['Adventure', 'Indie']",Dominique Pamplemousse,2014-03-11,0.99,270310.0,Squinkifer Productions
"['Casual', 'Simulation']",Rocksmith® 2014 – Heart - “Crazy On You”,2014-03-11,2.99,271455.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Halestorm - “Love Bites (So Do I)”,2014-03-11,2.99,271456.0,Ubisoft - San Francisco
"['Adventure', 'Indie']",Dominique Pamplemousse: Soundtrack & Sheet Music,2014-03-11,1.99,285550.0,Squinky and the Squinkettes
"['Casual', 'Indie', 'Simulation', 'Strategy']",Eets Munchies,2014-03-11,6.99,214550.0,Klei Entertainment
"['Adventure', 'Indie']",1954 Alcatraz,2014-03-11,9.99,255280.0,"Daedalic Entertainment,Irresponsible Games"
"['Action', 'Indie']",TowerFall Ascension,2014-03-11,14.99,251470.0,Matt Thorson
"['Casual', 'Simulation']",Rocksmith® 2014 – Flyleaf - “All Around Me”,2014-03-11,2.99,271457.0,Ubisoft - San Francisco
"['Action', 'Indie', 'RPG']",Dark Shadows - Army of Evil,2014-03-11,4.99,280640.0,Burian Media Enterprises
"['Action', 'Casual', 'Indie']",Constant C,2014-03-07,9.99,251510.0,"International Games System, Co., LTD."
"['Indie', 'Strategy']",Space Hulk - Space Wolves Chapter,2014-03-11,4.99,274430.0,Full Control Studios
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",C9: Premium Package,2014-03-12,34.99,256230.0,Cloud 9 Studio
"['Animation &amp; Modeling', 'Web Publishing']",ComiPo! Casual Wear,2014-03-14,19.99,283550.0,ComiPo! LLP
"['Animation &amp; Modeling', 'Web Publishing']",ComiPo! Swim Wear,2014-03-14,24.99,283551.0,ComiPo! LLP
"['Action', 'Free to Play', 'Massively Multiplayer', 'RPG']",C9: Steam Beginners Package,2014-03-12,34.99,284700.0,Cloud 9 Studio
"['Animation &amp; Modeling', 'Web Publishing']",ComiPo! Summer Uniform & Sportswear,2014-03-14,24.99,283552.0,ComiPo! LLP
"['Audio Production', 'Utilities']",Batch Converter Plugin,2014-03-16,9.99,281100.0,Screaming Bee
"['Casual', 'Indie', 'Strategy']",Braveland,2014-03-17,4.99,285800.0,Tortuga Team
"['Casual', 'Indie']",LYNE,2014-03-17,2.99,266010.0,Thomas Bowker
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Alpha Kimori™ 1,2014-03-17,9.99,265870.0,Sherman3D
"['Action', 'Adventure', 'RPG']",Deus Ex: The Fall,2014-03-18,9.99,258180.0,Square Enix
"['Action', 'Indie', 'Simulation']",LUFTRAUSERS,2014-03-18,9.99,233150.0,Vlambeer
"['Action', 'Adventure', 'Indie']",Ku: Shroud of the Morrigan,2014-03-17,4.99,270330.0,bitSmith Games
"['Action', 'Indie']",Danmaku Unlimited 2,2014-03-18,4.99,280560.0,Doragon Entertainment
"['Casual', 'Simulation']",Rocksmith® 2014 – A Day To Remember - “All I Want”,2014-03-18,2.99,271460.0,Ubisoft - San Francisco
['Action'],BioShock Infinite: Burial at Sea - Episode Two,2014-03-25,14.99,214932.0,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
"['Casual', 'Simulation']",Rocksmith® 2014 – A Day To Remember - “It’s Complicated”,2014-03-18,2.99,271458.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – A Day To Remember - “The Downfall of Us All”,2014-03-18,2.99,271459.0,Ubisoft - San Francisco
['Simulation'],Train Simulator: DB BR 145 Loco Add-On,2014-03-20,19.99,222639.0,Dovetail Games
"['Action', 'Indie']",Cloudbuilt,2014-03-20,19.99,262390.0,Coilworks
"['Indie', 'Simulation', 'Strategy']",Influent,2014-03-20,9.99,274980.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Deutsch [Learn German],2014-03-20,4.99,286970.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - 한국어 [Learn Korean],2014-03-20,4.99,286971.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Latina [Learn Latin],2014-03-20,4.99,286972.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - български [Learn Bulgarian],2014-03-20,4.99,286960.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Español [Learn Spanish],2014-03-20,4.99,286964.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - 普通话 [Learn Mandarin Chinese],2014-03-20,4.99,286961.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - English [Learn English],2014-03-20,4.99,286962.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - 日本語 [Learn Japanese],2014-03-20,4.99,286966.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Français [Learn French],2014-03-20,4.99,286963.0,Rob Howland
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Svenska [Learn Swedish],2014-03-20,4.99,286965.0,Rob Howland
"['Adventure', 'Free to Play', 'Indie', 'RPG']",Heroine's Quest: The Herald of Ragnarok,2014-03-20,2.99,283880.0,Crystal Shard
['Casual'],Anmynor Puzzles,2014-03-20,9.99,275330.0,Pyxel Arts
['Adventure'],D.W.A.R.F.S.,2008-10-06,5.99,281560.0,ZSK Progres s.c.
"['Casual', 'Simulation']",My Pet Hotel,2014-03-27,9.99,276380.0,Independent Arts Software
"['Action', 'Adventure']",Castlevania: Lords of Shadow 2 - Armored Dracula Costume,2014-03-25,0.99,273150.0,MercurySteam
"['Action', 'Adventure']",Castlevania: Lords of Shadow 2 - Dark Dracula Costume,2014-03-25,0.99,273151.0,MercurySteam
"['Action', 'Adventure']",Castlevania: Lords of Shadow 2 - Relic Rune Pack,2014-03-25,0.99,273152.0,MercurySteam
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “3AM”,2014-03-25,2.99,271464.0,Ubisoft - San Francisco
"['Casual', 'Simulation', 'Strategy']",Gardens Inc. – From Rakes to Riches,2014-03-25,9.99,279420.0,"World-Loom,Nitreal"
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “Push”,2014-03-25,2.99,271465.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “How Far We’ve Come”,2014-03-25,2.99,271466.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “She’s So Mean”,2014-03-25,2.99,271467.0,Ubisoft - San Francisco
"['Action', 'Adventure', 'Indie', 'RPG']",Mercenary Kings,2014-03-25,19.99,218820.0,Tribute Games Inc.
"['Adventure', 'Indie', 'RPG']",Quest of Dungeons,2014-03-25,4.99,270050.0,David Amador
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty Song Pack,2014-03-25,11.99,271469.0,Ubisoft - San Francisco
"['Action', 'Racing', 'Early Access']",Calibre 10 Racing,2014-03-26,1.99,266370.0,Bongfish GmbH
"['Casual', 'Simulation']",Rocksmith® 2014 – Matchbox Twenty - “Unwell”,2014-03-25,2.99,271468.0,Ubisoft - San Francisco
['Simulation'],Train Simulator: Dispolok BR 189 Loco Add-On,2014-03-27,19.99,258645.0,Dovetail Games
['Strategy'],Total War: ROME II - Hannibal at the Gates Campaign Pack,2014-03-27,14.99,273380.0,Creative Assembly
"['Adventure', 'Casual', 'Indie']",The Witch's Yarn,2014-04-03,9.99,287740.0,Mousechief
"['Action', 'Indie']",Scourge: Outbreak - Blindside PvP Map pack,2014-04-02,1.99,270650.0,Tragnarion Studios
"['Casual', 'Indie', 'Strategy', 'Early Access']",FaeVerse Alchemy,2014-04-02,0.0,282880.0,Subsoap
['Adventure'],Black Mirror II,2011-02-08,9.99,286460.0,Cranberry Production
['Simulation'],2014 Edition Add-on - Masters of the World DLC,2014-04-03,9.99,278481.0,Eversim
"['Adventure', 'Casual']",Abyss: The Wraiths of Eden,2012-10-29,9.99,284710.0,Artifex Mundi
['Action'],Marine Sharpshooter II: Jungle Warfare,2004-06-22,9.99,283370.0,Jarhead Games
['Strategy'],Freight Tycoon Inc.,2007-08-15,4.99,289340.0,Nikita
['RPG'],Konung 3: Ties of the Dynasty,2010-06-17,2.99,289380.0,1C Company
['Strategy'],Perimeter,2004-05-21,3.99,289440.0,K-D Lab
"['Action', 'Adventure', 'Simulation']",The Tomorrow War,2009-05-04,2.99,289480.0,CrioLand
['Action'],El Matador,2006-09-25,3.99,289280.0,Plastic Reality Technologies
['Action'],Call of Duty®: Ghosts - Zakhaev Special Character,2014-04-03,1.99,281341.0,Infinity Ward
['Action'],Call of Duty®: Ghosts - Legend Pack - Makarov,2014-04-03,3.99,281340.0,Infinity Ward
['Action'],Call of Duty®: Ghosts - Rorke Special Character,2014-04-03,1.99,281342.0,Infinity Ward
"['Adventure', 'Indie']",Actual Sunlight,2014-04-03,4.99,288040.0,WZOGI
"['Indie', 'Simulation']",Euro Truck Simulator 2 - Force of Nature Paint Jobs Pack,2014-04-04,1.99,292320.0,SCS Software
"['RPG', 'Strategy']",Marauder,2009-09-10,9.99,289600.0,Apeiron
"['Adventure', 'Indie']",Oknytt,2013-07-08,4.99,286320.0,Nemoria Entertainment
"['Action', 'Indie', 'RPG']",Half Minute Hero: The Second Coming,2014-04-04,9.99,240970.0,Opus
['Adventure'],Harvester,1996-09-25,5.99,287020.0,DigiFX Interactive
"['Education', 'Software Training']",GTGD S2: Just One Dev,2014-04-04,0.99,292350.0,GTGD
['Action'],Halo: Spartan Assault,2014-04-04,2.99,277430.0,"Vanguard Games,343 Industries"
"['Adventure', 'Casual', 'Indie', 'RPG']",Super Motherload,2013-11-15,14.99,269110.0,XGen Studios
"['Animation &amp; Modeling', 'Design &amp; Illustration']",Leadwerks Game Engine - Professional Edition,2014-04-07,99.99,287760.0,Leadwerks Software
"['Casual', 'Simulation', 'Strategy']",Evolution RTS,2014-04-04,0.0,291150.0,Frozen Yak Entertainment
"['Adventure', 'Casual']","House of 1,000 Doors: Family Secrets Collector's Edition",2014-04-07,9.99,286500.0,Alawar
"['Adventure', 'Casual', 'Indie']",Motte Island,2014-04-08,4.99,291290.0,Gamebell Studio
['Simulation'],Munich Bus Simulator,2014-04-07,24.99,283560.0,TML-Studios
"['Adventure', 'Indie', 'RPG']",Paper Dungeons,2014-03-26,9.99,283040.0,"Stephane Valverde,Leslie Valverde"
"['Casual', 'Simulation']",Rocksmith® 2014 – Bob Dylan - “Just Like a Woman”,2014-04-08,2.99,271475.0,Ubisoft - San Francisco
"['Audio Production', 'Utilities', 'Video Production']",Zoom Player 13 : Steam Edition,2014-04-04,29.96,269550.0,Inmatrix LTD
"['Casual', 'Simulation']",Rocksmith® 2014 – Bob Dylan - “Like a Rolling Stone”,2014-04-08,2.99,271476.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Bob Dylan - “Subterranean Homesick Blues”,2014-04-08,2.99,271477.0,Ubisoft - San Franciscos
"['Indie', 'RPG', 'Simulation', 'Strategy']",Smugglers 5,2014-04-11,9.99,291450.0,Niels Bauer Games
"['Action', 'Indie']",Volt,2014-04-14,1.99,290280.0,Quantized Bit
"['Casual', 'Indie', 'Strategy']",Hive - The Ladybug,2014-04-14,2.99,258851.0,BlueLine Games
['Design &amp; Illustration'],Krita Gemini,2014-06-10,9.99,280680.0,Krita Foundation
['Simulation'],Town Scenery Pack,2009-01-01,4.99,256525.0,Dovetail Games
['Simulation'],Platform Clutter Scenery Pack,2009-01-01,4.99,256524.0,RailSimulator.com
['Simulation'],Class A1 ‘Tornado’ Ex-Works Grey Add-on Livery,2009-01-01,4.99,256526.0,Dovetail Games
['Simulation'],Class A1 'Tornado' Express Passenger Blue Add-on Livery,2009-01-01,4.99,256527.0,Dovetail Games
['Simulation'],Thompson Class B1 LNER Green Add-on Livery,2009-01-01,4.99,256555.0,Dovetail Games
['Simulation'],"F7 Southern Pacific ""Bloody Nose"" Add-on Livery",2009-01-01,4.99,256549.0,Dovetail Games
['Simulation'],BR Class 31 Ochre Add-on Livery,2009-01-01,4.99,256552.0,Dovetail Games
['Simulation'],BR Provincial Sector Class 143 Add-on Livery,2014-04-15,4.99,275163.0,Dovetail Games
['Simulation'],BR Blue Class 08 Add-on Livery,2009-01-01,4.99,275804.0,Dovetail Games
['Simulation'],BR Green Class 08 Add-on Livery,2009-01-01,4.99,275807.0,Dovetail Games
['Simulation'],BR General Class 08 Add-on Livery,2009-01-01,4.99,275809.0,Dovetail Games
['Simulation'],Class 31 Intercity Add-on Livery,2009-01-01,4.99,256554.0,Dovetail Games
['Simulation'],Class 31 Regional Railways Add-on Livery,2009-01-01,4.99,256532.0,Dovetail Games
"['Action', 'Adventure', 'Indie']",Secrets of Rætikon,2014-01-07,9.99,246680.0,Broken Rules
"['Adventure', 'Casual']",Putt-Putt® and Pep's Balloon-o-Rama,1996-01-01,4.99,284000.0,Humongous Entertainment
"['Adventure', 'Casual']",Freddi Fish and Luther's Maze Madness,1996-11-22,4.99,284020.0,Humongous Entertainment
"['Adventure', 'Casual']",Putt-Putt® Joins the Parade,1992-01-01,6.99,283920.0,Humongous Entertainment
"['Action', 'Adventure', 'Indie']",Secrets of Rætikon - Soundtrack,2014-04-17,4.99,289540.0,Broken Rules
"['Action', 'Indie']",Space Farmers,2014-04-17,9.99,271570.0,BumpkinBrothers
"['Casual', 'Indie', 'Simulation']",Pixel Puzzles: Japan,2014-04-17,6.99,284950.0,DL Softworks
"['Adventure', 'Casual']",Pajama Sam: No Need to Hide When It's Dark Outside,1996-10-04,6.99,283960.0,Humongous Entertainment
['Adventure'],Robin's Quest,2014-04-17,4.99,292880.0,Gogii Games
"['Adventure', 'Casual']",Freddi Fish and The Case of the Missing Kelp Seeds,1994-10-28,6.99,283940.0,Humongous Entertainment
"['Action', 'Casual', 'Indie']",Heldric - The legend of the shoemaker Demo,2014-04-17,4.99,295210.0,Astral Byte Ltd.
"['Action', 'Casual', 'Indie']",Heldric - The legend of the shoemaker,2014-04-17,8.99,293420.0,Astral Byte Ltd.
"['Adventure', 'RPG', 'Strategy']",Agarest: Generations of War Zero,2014-04-17,19.99,260130.0,Idea Factory
"['Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Villagers and Heroes,2014-04-17,0.0,263540.0,Mad Otter Games
"['Casual', 'Indie']",Circuits,2014-04-17,4.99,282760.0,Digital Tentacle
"['Action', 'Strategy']",Uprising44: The Silent Shadows,2014-04-18,1.99,280380.0,DMD Enterprise
"['Adventure', 'Casual']",Dracula: The Resurrection,2014-04-17,4.99,289800.0,Microids
"['Action', 'Casual', 'Indie']",Vitrum,2012-09-25,1.99,291270.0,9heads Game Studios
"['Action', 'Casual', 'Indie']",Vitrum Demo,2012-09-25,4.99,294350.0,9heads Game Studios
"['Casual', 'Strategy']",Abalone,2014-04-23,4.99,279480.0,Games Up
['Strategy'],UFO: Aftermath,2003-10-03,3.99,292160.0,Altar Interactive
['RPG'],Konung 2,2004-11-30,2.99,289360.0,1C Company
"['Action', 'RPG']",BorderZone,2006-07-19,2.99,289220.0,"Saturn-plus,Orion"
"['Casual', 'Racing']",RC Cars,2003-12-11,2.99,289460.0,Creat Studio
"['RPG', 'Strategy']",Ascension to the Throne,2007-01-26,2.99,289200.0,DVS
"['Action', 'RPG', 'Strategy']",Jagged Alliance 1: Gold Edition,1994-06-02,9.99,283270.0,"Sir-Tech,Madlab Software"
['Strategy'],Battle Academy - Operation Market Garden,2011-09-05,9.99,287091.0,Slitherine Ltd.
['Strategy'],Battle Academy - Blitzkrieg France,2010-12-09,9.99,287090.0,Slitherine Ltd.
['Strategy'],Battle Academy - Rommel in Normandy,2013-08-06,9.99,287094.0,Slitherine Ltd.
['Strategy'],Battle Academy - Fortress Metz,2013-11-27,9.99,287095.0,Slitherine Ltd.
['Strategy'],Battle Academy - Operation Sealion,2012-01-15,9.99,287092.0,Slitherine Ltd.
['Strategy'],Battle Academy - Operation Husky,2013-03-20,9.99,287093.0,Slitherine Ltd.
"['Adventure', 'Indie']",FarSky,2014-04-25,4.99,286340.0,Farsky Interactive
['Casual'],Redneck Racers,2010-12-10,2.99,288730.0,"Play, Silden"
"['Action', 'Adventure', 'Indie']",Among the Sleep Demo,2014-04-25,4.99,285540.0,Krillbite Studio
['Strategy'],Warrior Kings,2002-04-13,9.99,297570.0,Black Cactus
"['Action', 'Casual', 'Indie']",Rabbit Hole 3D: Steam Edition,2014-04-25,2.99,283660.0,Somi
"['Action', 'Adventure', 'Indie']",Depths of Fear :: Knossos,2014-04-24,5.99,252570.0,Dirigo Games
"['Indie', 'Simulation', 'Strategy']",Spice Road,2014-04-24,19.99,293960.0,Aartform Games
"['Adventure', 'Casual']",Nostradamus: The Last Prophecy,2014-04-24,4.99,287720.0,Microids
['Racing'],Mashed,2004-06-25,4.99,281280.0,Supersonic Software
"['Action', 'Adventure', 'Indie', 'Racing']",Vangers,1998-06-19,6.99,264080.0,K-D Lab
['Action'],Realms of the Haunting,1996-12-31,9.99,292390.0,Gremlin Interactive
['Racing'],Street Racing Syndicate,2005-01-08,9.99,292410.0,Eutechnyx
"['Adventure', 'Casual']",Clockwork Tales: Of Glass and Ink,2013-08-08,9.99,284830.0,Artifex Mundi
['Action'],Rogue Shooter: The FPS Roguelike,2014-04-24,4.99,295770.0,Hippomancer
['Action'],Rogue Shooter: The FPS Roguelike Demo,2014-04-24,4.99,298010.0,Hippomancer
"['Simulation', 'Strategy']",Brigade E5: New Jagged Union,2006-10-17,3.99,296210.0,Apeiron
['RPG'],Stardust Pack,2014-04-30,2.99,290406.0,Ubisoft Montréal
"['RPG', 'Simulation', 'Strategy']","7,62 High Calibre",2007-08-24,4.99,289890.0,Apeiron
"['Adventure', 'Casual']","Fairy Tale About Father Frost, Ivan and Nastya",2000-12-20,2.99,289320.0,Bohemia Interactive
['Adventure'],Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,2014-04-30,4.99,279500.0,Ticonblu
"['Action', 'Indie']",Croixleur Sigma,2014-04-30,7.99,250640.0,souvenir circ.
['Action'],Kovac’s Way DLC,2014-04-30,1.99,289730.0,Eko Software
['Simulation'],F-15C for DCS World,2014-04-30,9.99,250300.0,Eagle Dynamics SA
,Wing IDE 5 - Commercial Use,2014-04-30,119.99,282240.0,Wingware
['Utilities'],Wing IDE 5,2014-04-30,79.99,244830.0,Wingware
"['Adventure', 'Indie']",Black Rainbow,2014-04-30,6.99,288500.0,Cateia Games
['Action'],BloodRayne Betrayal,2014-04-30,9.99,281220.0,Abstraction Games
"['Action', 'Indie', 'Early Access']",Serious Sam Classics: Revolution,2014-04-30,9.99,227780.0,"Croteam,Alligator Pit"
['Simulation'],Train Simulator: BR Class 20 Loco Add-On,2014-05-01,19.99,222628.0,Dovetail Games
"['Action', 'Adventure', 'Indie']",Into the Dark: Ultimate Trash Edition,2014-05-01,7.99,266050.0,Homegrown Games
"['Action', 'Early Access', 'Indie']",The Final Stand,2014-05-05,4.99,296750.0,Hella Games Entertainment
"['Indie', 'Racing', 'Sports']",Jet Car Stunts,2014-05-01,2.99,274880.0,GRIP Digital s.r.o.
"['Adventure', 'Casual', 'Indie']",Full Bore,2014-05-06,14.99,264060.0,Whole Hog Games
"['Action', 'Indie']",Croixleur Sigma Demo,2014-05-06,4.99,298920.0,souvenir circ.
"['Action', 'Indie']",Sweezy Gunner,2014-05-06,3.99,295730.0,Windybeard
"['Action', 'Indie']",You Have to Win the Game,2012-05-06,0.0,286100.0,Minor Key Games
"['Adventure', 'Indie']",DreadOut Demo,2013-04-01,4.99,299130.0,Digital Happiness
"['Action', 'Adventure', 'Indie']",Outlast: Whistleblower DLC,2014-05-06,8.99,273300.0,Red Barrels
"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Down”,2014-05-06,2.99,294907.0,Ubisoft - San Francisco
['Design &amp; Illustration'],Indie Graphics Bundle - Royalty Free Sprites,2014-05-06,24.99,281900.0,Eldon Harris
"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Beautiful Disaster”,2014-05-06,2.99,294906.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – 311 - “Amber”,2014-05-06,2.99,294905.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – 311 Song Pack,2014-05-06,7.99,294908.0,Ubisoft - San Francisco
['Strategy'],Warrior Kings: Battles,2003-09-30,9.99,299070.0,Black Cactus
"['Adventure', 'Indie']",The Whispered World Special Edition,2014-05-06,19.99,268540.0,Daedalic Entertainment
['Indie'],Back To Life 2,2014-05-06,4.99,299100.0,Carlo D'Apostoli Projects
['Action'],Descent: FreeSpace – The Great War,2014-05-07,9.99,273600.0,Volition Inc.
['Strategy'],Rise of Prussia Gold,2013-05-08,19.99,292760.0,Ageod
"['Action', 'Indie']",Blade Symphony,2014-05-07,4.99,225600.0,Puny Human
"['Indie', 'Simulation', 'Strategy']",Democracy 3: Extremism,2014-05-13,4.99,291900.0,Positech Games
['RPG'],Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past,2014-05-09,8.99,299140.0,"SmiteWorks USA, LLC"
"['Action', 'Free to Play', 'Indie']",Fistful of Frags,2014-05-09,0.0,265630.0,Fistful of Frags Team
['RPG'],Coldfire Keep,2014-05-09,4.99,296530.0,Steve Jarman
"['Indie', 'Strategy']",Ground Pounders - High Rez Pack,2014-05-12,4.99,301060.0,Kerberos Productions Inc.
"['Adventure', 'Indie', 'RPG']",Lili: Child of Geos - Complete Edition,2014-05-09,14.99,266490.0,"BitMonster, Inc."
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds,2014-05-09,39.99,252690.0,"SmiteWorks USA, LLC"
"['Adventure', 'Indie']",Chronology,2014-05-12,4.99,269330.0,Bedtime Digital Games
"['Adventure', 'Indie']",Coma: Mortuary,2014-05-12,5.99,293320.0,"Nova Dimension,Naga Entertainment"
"['Action', 'Adventure', 'Indie']",The Last Tinker™: City of Colors,2014-05-12,19.99,260160.0,Mimimi Productions
"['Casual', 'Indie', 'Simulation', 'Strategy']",Wildlife Park 3,2014-05-12,9.99,287200.0,b-alive gmbh
['RPG'],Fantasy Grounds - C&C Castle Keeper's Guide,2014-05-12,24.99,299300.0,"SmiteWorks USA, LLC"
"['Action', 'Racing', 'Sports']",Gas Guzzlers Extreme: Full Metal Frenzy,2014-05-12,4.99,277820.0,Gamepires
"['Casual', 'RPG']",Deadly Sin 2,2010-07-02,4.99,285420.0,Dancing Dragon Games
['Simulation'],World of Subways 3 – London Underground Circle Line,2014-05-12,24.99,283620.0,TML-Studios
"['Indie', 'RPG']",Fantasy Grounds - 3.5E/PFRPG: A00: Crow's Rest Island,2014-05-12,5.99,301240.0,"SmiteWorks USA, LLC"
"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Oblivion”,2014-05-13,2.99,294910.0,Ubisoft - San Francisco
"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Black Tongue”,2014-05-13,2.99,294909.0,Ubisoft - San Francisco
"['Action', 'Casual', 'Indie', 'Early Access']",Organic Panic,2014-05-14,4.99,282740.0,Last Limb LLC
"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon Song Pack,2014-05-13,7.99,294912.0,Ubisoft - San Francisco
['Simulation'],Train Simulator: Munich - Garmisch-Partenkirchen Route Add-On,2014-05-15,19.99,258652.0,Dovetail Games
"['Casual', 'Simulation']",Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”,2014-05-13,2.99,294911.0,Ubisoft - San Francisco
"['Action', 'Indie', 'Strategy']",Awesomenauts - Giga Sentorii Skin,2014-05-14,4.99,256505.0,Ronimo Games
"['Indie', 'RPG', 'Simulation', 'Strategy']",Hegemony Rome: The Rise of Caesar,2014-05-15,14.99,227060.0,Longbow Games
"['Adventure', 'Indie']",DreadOut,2014-05-15,14.99,269790.0,Digital Happiness
"['Adventure', 'Casual']",Nightmares from the Deep 2: The Siren`s Call,2013-07-24,9.99,284790.0,Artifex Mundi
['Casual'],Sudokuball Detective,2009-12-01,4.99,288690.0,Witan Entertainment
"['Adventure', 'Indie']",DreadOut Soundtrack & Manga DLC,2014-05-15,5.99,298680.0,Digital Happiness
"['Action', 'Adventure', 'Casual', 'Indie']",BattleBlock Theater®,2014-05-15,14.99,238460.0,The Behemoth
"['Adventure', 'Indie']",Rhiannon: Curse of the Four Branches,2008-10-06,4.99,298140.0,Arberth Studios
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Fearless Fantasy,2014-05-15,6.99,282100.0,Enter Skies
"['Adventure', 'Casual', 'Indie']",Qbeh-1: The Atlas Cube,2014-05-15,9.99,252550.0,Liquid Flower
"['Action', 'Adventure', 'Indie']",Orc Attack: Flatulent Rebellion,2014-05-15,9.99,268520.0,Casual Brothers
"['Action', 'Simulation', 'Strategy']",Men of War: Assault Squad 2,2014-05-15,29.99,244450.0,Digitalmindsoft
['Adventure'],Vault Cracker,2014-05-15,4.99,299170.0,Gogii Games
['Adventure'],Millionaire Manor,2010-12-17,4.99,299180.0,Gogii Games
['Casual'],Putt-Putt® and Fatty Bear's Activity Pack,1994-03-25,4.99,294720.0,Humongous Entertainment
"['Adventure', 'Casual']",Putt-Putt® Travels Through Time,1997-11-21,6.99,294670.0,Humongous Entertainment
['Strategy'],Graviteam Tactics: Volokonovka 1942,2014-05-15,14.99,296450.0,Graviteam
"['Adventure', 'RPG', 'Strategy']",Agarest Zero - DLC Bundle #2,2014-05-15,4.99,281601.0,Idea Factory
['Action'],Monster Challenge Circus,2014-05-15,4.99,300910.0,Freegamer
"['Adventure', 'Casual']","Spy Fox 3 ""Operation Ozone""",2001-03-30,6.99,292260.0,Humongous Entertainment
"['Adventure', 'Casual']",Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,2000-04-01,6.99,292800.0,Humongous Entertainment
"['Adventure', 'Casual']",Freddi Fish 3: The Case of the Stolen Conch Shell,1998-03-06,6.99,294540.0,Humongous Entertainment
"['Action', 'Casual', 'Indie']",Frederic: Resurrection of Music,2014-05-16,2.99,301190.0,Forever Entertainment S. A.
['Casual'],Them - The Summoning,2014-05-16,4.99,300510.0,Gamatic
